wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC4PKXJ,Cul-de-Sac,"49 8m 15.18s N, 16 36m 11.988s E",mystery,True,large,2.5,3.0,59,2013-10-05,Bohusz,"{'night': False, 'dogs': True, 'onehour': True, 'parking': True, 'bicycles': True, 'horses': True, 'stroller': True, 'food': True}",0.18774999999998387,0.49461290322580415
GC50R4F,Ostopovice - dalnicni most pres polni cestu,"49 9m 36.9s N, 16 32m 14.712s E",traditional,True,regular,1.5,2.5,19,2014-03-21,mrazik1,"{'wheelchair': False, 'available': True, 'winter': True, 'danger': True, 'bicycles': True, 'horses': True}",0.30124999999998825,0.28200000000000314
GC5BC0X,Poplach v ZOO!,"49 13m 59.988s N, 16 31m 59.988s E",mystery,True,regular,2.0,2.0,115,2015-05-25,PALROS,"{'hike_short': False, 'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'onehour': True, 'kids': True, 'thorn': True, 'field_puzzle': True, 'dogs': True}",0.6666500000000184,0.2688064516129017
GC2M61B,Zavitova,"49 13m 41.16s N, 16 31m 41.16s E",mystery,True,other,3.5,1.0,125,2011-01-08,fifousek & milung,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'bicycles': True, 'stroller': True, 'parkngrab': True, 'firstaid': True}",0.6404999999999953,0.2519354838709632
GC5ABZW,U skřítka Racochejla,"49 12m 37.26s N, 16 31m 5.52s E",traditional,True,small,1.5,2.0,2,2014-08-06,qixovka,"{'bicycles': True, 'picnic': True, 'skiis': True, 'horses': True, 'ticks': True, 'hike_short': True, 'winter': True, 'available': True, 'snowshoes': True, 'onehour': True, 'cow': True, 'firstaid': True, 'stroller': True, 'dogs': True, 'kids': True}",0.551749999999996,0.2200000000000014
GC5FT2N,Brnenska pohodova T5 - I,"49 11m 57.948s N, 16 30m 59.292s E",traditional,True,small,1.0,5.0,31,2014-11-01,StuntJ,"{'motorcycles': True, 'bicycles': True, 'picnic': True, 'teamwork': True, 'treeclimbing': True, 'public': True, 'parking': True, 'ticks': True, 'winter': True, 'available': True, 'stealth': True, 'onehour': True, 'rappelling': True, 'dogs': True}",0.49715000000000126,0.2144193548387046
GC1H4EF,Mokrá hora,"49 15m 32.76s N, 16 35m 37.68s E",multicache,True,small,2.0,3.0,9,2008-10-12,"puczmeloun ( + vejvar, Novom, Zlato)","{'wheelchair': False, 'stroller': False, 'parkngrab': False, 'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'ticks': True, 'public': True, 'thorn': True, 'hike_short': True, 'firstaid': True}",0.7954999999999927,0.46387096774193975
GC7YJNW,"Ach, ten češtin!","49 8m 35.088s N, 16 39m 4.5s E",mystery,True,regular,3.5,2.5,42,2019-02-15,6Kre,"{'wheelchair': False, 'winter': True, 'available': True, 'onehour': True, 'kids': True, 'hike_short': True, 'dogs': True, 'bicycles': True}",0.21539999999998574,0.6491935483870975
GC187RQ,Barcodes I. - Sobešice,"49 15m 34.272s N, 16 37m 27.048s E",mystery,True,regular,2.5,2.5,4,2007-12-30,va3,"{'motorcycles': False, 'campfires': False, 'jeeps': False, 'quads': False, 'bicycles': True, 'available': True, 'ticks': True, 'dogs': True}",0.7976000000000197,0.5618709677419307
GC74J0B,TRUBKY,"49 8m 15.072s N, 16 37m 23.592s E",mystery,True,small,2.5,2.5,111,2017-05-29,PALROS,"{'bicycles': True, 'winter': True, 'available': True, 'thorn': True, 'hike_short': True, 'ticks': True}",0.18760000000000732,0.5587741935483849
GC297JJ,Studanka pod Draci skalou,"49 12m 23.508s N, 16 42m 14.508s E",traditional,True,small,2.0,2.0,16,2012-10-28,svetobeznik,"{'night': False, 'dogs': True, 'kids': True, 'bicycles': True, 'stealth': True}",0.5326500000000081,0.8194516129032204
GC476D7,Jolka ver.2,"49 13m 0.732s N, 16 31m 12.72s E",traditional,True,micro,2.0,4.0,24,2013-03-06,Nanutando,"{'food': True, 'treeclimbing': True, 'available': True, 'firstaid': True, 'fuel': True, 'stealth': True}",0.5843500000000059,0.22645161290322355
GC39E2W,Nad Perglem,"49 14m 58.848s N, 16 33m 26.712s E",traditional,True,regular,2.0,2.0,1,2011-12-20,smolda74 a smolíci,"{'bicycles': True, 'dogs': True, 'firstaid': True}",0.7483999999999984,0.3465161290322593
GC2GX75,Zacatecnicka,"49 13m 39.648s N, 16 31m 35.832s E",mystery,True,small,1.5,3.0,26,2010-11-12,"Aluška, MarSik a miroslav.turek","{'food': True, 'winter': True, 'available': True, 'hiking': True, 'scenic': True, 'hike_short': True, 'picnic': True, 'ticks': True, 'dogs': True}",0.6384000000000037,0.247161290322585
GC53HJ9,U potoka Vrbovce,"49 12m 50.58s N, 16 31m 6.6s E",traditional,True,regular,3.0,3.0,1,2014-04-27,Matalovi (adoptováno od martymator),"{'wheelchair': False, 'treeclimbing': False, 'dogs': True, 'wading': True, 'available': True, 'winter': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'firstaid': True}",0.5702500000000065,0.220967741935483
GCVGMV,Dub Trojak / Old tree,"49 11m 34.872s N, 16 30m 56.7s E",traditional,True,regular,3.0,1.5,62,2006-04-18,Palisi team,"{'winter': False, 'camping': False, 'motorcycles': False, 'quads': False, 'jeeps': False, 'campfires': False, 'dogs': True, 'kids': True, 'ticks': True, 'public': True, 'bicycles': True, 'horses': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'firstaid': True}",0.46509999999998825,0.21209677419355105
GC6N3RF,Svratka (reka),"49 8m 15.108s N, 16 37m 41.052s E",traditional,True,small,2.0,2.0,3,2016-07-08,Matalovi,"{'winter': False, 'wheelchair': False, 'treeclimbing': False, 'dogs': True, 'available': True, 'parking': True, 'public': True, 'water': True, 'phone': True, 'picnic': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'fuel': True, 'food': True}",0.18764999999998766,0.574419354838711
GC42EP8,Strecovska 4,"49 15m 26.1s N, 16 34m 44.112s E",traditional,True,small,2.0,2.0,7,2012-12-05,Pius43,"{'winter': True, 'available': True, 'firstaid': True, 'onehour': True, 'kids': True, 'dogs': True}",0.7862500000000051,0.41587096774193505
GC1Q5C0,Last Lap,"49 12m 9.72s N, 16 30m 55.008s E",mystery,True,small,2.0,1.5,4,2009-04-17,kantor,"{'dogs': True, 'kids': True, 'onehour': True, 'ticks': True, 'bicycles': True, 'motorcycles': True, 'stroller': True, 'touristok': True}",0.5135000000000044,0.2105806451612931
GC5V19Z,Sobesicke vyhledy SZ / Sobesice view NW,"49 15m 38.34s N, 16 36m 9.72s E",mystery,True,micro,2.5,2.5,4,2015-05-07,lan2,"{'available': True, 'winter': True, 'ticks': True, 'scenic': True}",0.8032500000000014,0.49258064516128475
GC2K9M6,Opice,"49 13m 57.432s N, 16 31m 49.332s E",mystery,True,regular,1.0,2.0,202,2010-12-12,tomarctus,"{'wheelchair': False, 'bicycles': True, 'available': True, 'onehour': True, 'kids': True, 'motorcycles': True, 'dogs': True}",0.6630999999999928,0.25925806451613376
GC410QT,Maruszka,"49 8m 10.752s N, 16 36m 7.488s E",mystery,True,small,4.5,4.0,144,2012-11-09,Sólista,"{'stroller': False, 'kids': False, 'dogs': False, 'winter': True, 'danger': True, 'cliff': True}",0.18159999999998563,0.49058064516129174
GC5MVWX,BnS - Strelnice,"49 15m 3.708s N, 16 39m 44.64s E",traditional,True,small,2.5,2.5,20,2015-02-15,Konec,"{'dogs': True, 'available': True, 'dangerousanimals': True, 'ticks': True, 'thorn': True, 'hike_short': True}",0.7551500000000094,0.6851612903225832
GC74NDR,Pamatne kameny 1 - Moravany QR,"49 8m 14.712s N, 16 35m 23.352s E",mystery,True,small,2.5,2.5,14,2017-04-26,BIGJHS,"{'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'bicycles': True, 'thorn': True, 'field_puzzle': True, 's-tool': True, 'hike_med': True}",0.18709999999999072,0.4510322580645137
GC3DBGQ,Lisenska mozaika,"49 12m 20.232s N, 16 42m 20.52s E",multicache,True,regular,1.5,2.0,44,2012-03-11,jan.tomas01,"{'ticks': True, 'thorn': True, 'hike_short': True, 'firstaid': True}",0.5281000000000203,0.8248387096774163
GC734A8,Ptaci pohled,"49 9m 10.26s N, 16 40m 34.14s E",mystery,True,regular,3.5,2.5,99,2017-04-01,Azeret6,"{'wheelchair': False, 'stroller': False, 'available': True, 'firstaid': True}",0.2642500000000026,0.7295161290322544
GC2WJVC,Chimney cache,"49 14m 56.328s N, 16 40m 2.748s E",traditional,True,micro,2.5,2.0,7,2011-05-20,PetrSpiral,"{'dogs': True, 'kids': True, 'available': True, 'parking': True, 'picnic': True, 'bicycles': True, 'motorcycles': True, 'jeeps': True, 'stroller': True, 'food': True}",0.7449000000000242,0.7013870967741892
GC74HXF,Videorekorder,"49 11m 53.7s N, 16 30m 51.408s E",mystery,True,other,2.5,4.0,129,2017-04-20,pifiko,"{'wheelchair': False, 'winter': True, 'available': True, 'flashlight': True, 'parking': True, 's-tool': True}",0.49125000000001134,0.20735483870967628
GC3X4PQ,Modra,"49 14m 26.34s N, 16 32m 19.5s E",multicache,True,small,3.0,2.0,26,2012-09-26,Zlonda_CZ,"{'bicycles': True, 'available': True, 'onehour': True, 'kids': True, 'hike_med': True, 'horses': True, 'ticks': True, 'dogs': True}",0.7032500000000191,0.2862903225806463
GC5HHYE,Brnenska pohodova T5 - II,"49 11m 42s N, 16 30m 51.012s E",traditional,True,regular,1.5,5.0,65,2014-12-01,StuntJ,"{'motorcycles': True, 'bicycles': True, 'picnic': True, 'teamwork': True, 'treeclimbing': True, 'public': True, 'parking': True, 'ticks': True, 'winter': True, 'available': True, 'stealth': True, 'onehour': True, 'rappelling': True, 'dogs': True}",0.4750000000000044,0.20700000000000082
GC51756,Moravany - dalnicni propustek,"49 9m 6.768s N, 16 32m 43.692s E",traditional,True,micro,2.5,3.5,124,2014-03-28,mrazik1,"{'wheelchair': False, 'available': True, 'winter': True, 'danger': True, 'flashlight': True}",0.25939999999999075,0.3079677419354893
GC1RX02,Pekarna,"49 12m 39.852s N, 16 30m 55.98s E",traditional,True,regular,1.0,2.0,27,2009-05-26,Niximor,"{'motorcycles': False, 'campfires': False, 'jeeps': False, 'bicycles': True, 'available': True, 'touristok': True, 'kids': True, 'ticks': True, 'dogs': True}",0.5553500000000019,0.21145161290322997
GC7J444,Mini power trail po zelene #1,"49 13m 16.068s N, 16 42m 3.24s E",traditional,True,micro,2.0,2.0,13,2018-02-08,Battos,"{'winter': False, 'jeeps': False, 'dogs': True, 'available': True, 'stealth': True}",0.6056500000000171,0.8093548387096762
GC1CX6V,BB#10 N/Brnenske budovy/ aneb...,"49 10m 29.388s N, 16 31m 14.412s E",mystery,True,small,2.5,2.0,2,2008-06-02,Teddy's,"{'kids': True, 'ticks': True, 'firstaid': True, 'dogs': True, 'onehour': True}",0.3741500000000011,0.22796774193548153
GC42EPE,Strecovska 5,"49 15m 28.08s N, 16 34m 34.248s E",mystery,True,small,2.5,2.0,110,2012-12-05,Pius43,"{'winter': True, 'available': True, 'firstaid': True, 'onehour': True, 'kids': True, 'dogs': True}",0.7890000000000253,0.40703225806451804
GC7JV6M,Kruhy v obili / Crop circles,"49 8m 13.308s N, 16 35m 13.308s E",mystery,True,small,1.5,2.0,0,2018-04-10,mr_awesome_,"{'bicycles': True, 'winter': True, 'available': True, 'dangerousanimals': True, 'seasonal': True, 'public': True, 'parking': True, 'thorn': True, 'ticks': True, 'dogs': True}",0.1851500000000112,0.4420322580645107
GC40JDY,Strecovska 2,"49 15m 26.352s N, 16 34m 27.012s E",traditional,True,small,2.0,2.0,16,2012-11-01,Pius43,"{'bicycles': True, 'available': True, 'onehour': True, 'kids': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.7866000000000096,0.4005483870967695
GC20KMY,PP Mnisi hora,"49 14m 19.86s N, 16 32m 7.872s E",traditional,True,small,2.0,3.0,7,2009-11-03,ArmyAnts,"{'wheelchair': False, 'campfires': False, 'stroller': False, 'dogs': True, 'available': True, 'ticks': True, 'thorn': True, 'cow': True, 'hike_med': True, 'firstaid': True}",0.6942500000000044,0.27587096774193
GC4A2EQ,SPORE 134 - Lesni hrbitov Sobesice,"49 15m 42.228s N, 16 37m 6.42s E",traditional,True,micro,1.5,1.0,0,2013-04-17,Hrubiduk,"{'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'parking': True, 'stroller': True, 'motorcycles': True, 'parkngrab': True}",0.8086500000000102,0.5433870967741895
GC23XGY,Promitani / Projection,"49 15m 16.812s N, 16 33m 54.072s E",mystery,True,micro,4.0,2.5,17,2010-02-21,tom.k,"{'motorcycles': False, 'dogs': True, 'winter': True, 'ticks': True, 'hike_med': True}",0.7733499999999958,0.3710322580645174
GC4RZF6,Panna Maria v trní,"49 8m 51s N, 16 40m 5.448s E",mystery,True,small,3.0,1.5,281,2013-11-18,6Kre,"{'winter': True, 'available': True, 'public': True, 'parking': True, 'stealth': True, 'kids': True, 'hike_short': True, 'field_puzzle': True}",0.2375000000000022,0.7038064516128989
GC4PYDV,Ztracena pumpa,"49 9m 22.14s N, 16 32m 17.088s E",traditional,True,small,3.0,2.5,5,2013-10-10,Ejmi78,"{'kids': True, 'available': True, 'bicycles': True, 'dogs': True, 'onehour': True}",0.2807499999999823,0.28412903225806724
GC4633K,Metin,"49 14m 45.132s N, 16 40m 31.332s E",multicache,True,small,2.0,2.5,9,2013-05-18,PetrSpiral,"{'wheelchair': False, 'motorcycles': False, 'quads': False, 'jeeps': False, 'snowmobiles': False, 'stroller': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'ticks': True, 'bicycles': True}",0.7293499999999908,0.7269999999999999
GC1HM39,Bystrcka pyramida,"49 13m 17.112s N, 16 31m 10.452s E",traditional,True,small,2.0,2.5,5,2008-10-27,Niximor,"{'onehour': True, 'available': True, 'night': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'firstaid': True}",0.6071000000000156,0.2244193548387156
GC1K5BZ,ZOO Brno,"49 14m 8.412s N, 16 31m 52.392s E",traditional,True,small,1.5,2.0,9,2008-12-24,Eva80,"{'available': False, 'wheelchair': False, 'campfires': False, 'dogs': True, 'kids': True, 'ticks': True, 'parking': True, 'public': True, 'water': True, 'restrooms': True, 'picnic': True, 'stealth': True, 'stroller': True, 'food': True, 'touristok': True}",0.678350000000002,0.262000000000004
GC2JA7R,Sweet Mila,"49 8m 57.732s N, 16 32m 54.132s E",traditional,True,regular,3.5,3.5,12,2010-11-15,Donachiel,"{'bicycles': True, 'winter': True, 'firstaid': True, 'onehour': True, 'thorn': True, 'horses': True, 'ticks': True, 'dogs': True}",0.24684999999998597,0.31732258064515634
GC1E7D6,Ztraceny vyhled,"49 15m 38.988s N, 16 35m 22.812s E",mystery,True,small,3.0,3.5,38,2008-08-15,RudaRaptor,"{'wheelchair': False, 'stroller': False, 'dogs': True, 'scenic': True, 'available': True, 'ticks': True, 'firstaid': True}",0.8041500000000028,0.45054838709677864
GC3ETNY,Melatin 2.0,"49 14m 53.448s N, 16 40m 19.812s E",multicache,True,regular,1.5,3.0,15,2012-03-17,Michal team_CZ,"{'onehour': False, 'dogs': True, 'kids': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'horses': True, 'hike_med': True, 'firstaid': True}",0.7408999999999979,0.7166774193548399
GC40JDR,Strecovska 1,"49 15m 31.248s N, 16 34m 37.092s E",traditional,True,small,2.0,2.0,19,2012-11-01,Pius43,"{'bicycles': True, 'available': True, 'onehour': True, 'kids': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.793400000000001,0.4095806451612874
GC46EXN,Recyklace,"49 13m 25.392s N, 16 31m 10.488s E",mystery,True,other,4.0,2.0,39,2013-02-22,alchymist,"{'bicycles': True, 'available': True, 'parking': True, 'stroller': True, 'stealth': True, 'hike_short': True, 'dogs': True}",0.6186000000000068,0.2244516129032305
GC4M5E1,Bosonozsky poldr,"49 10m 58.548s N, 16 30m 53.172s E",multicache,True,regular,3.0,2.0,33,2013-09-28,Bananek,"{'available': True, 'public': True, 'parking': True, 'onehour': True, 'ticks': True, 'dogs': True}",0.41464999999999635,0.20893548387096403
GC4VDXF,Meta temnostni,"49 14m 52.368s N, 16 40m 25.608s E",mystery,True,small,3.0,3.0,107,2013-12-14,Konec a Battos,"{'winter': True, 'available': True, 'wading': True, 'flashlight': True, 'onehour': True, 'hike_short': True}",0.7394000000000192,0.7218709677419348
GC79GB6,Kostelíček II,"49 12m 36.792s N, 16 42m 26.568s E",traditional,True,regular,2.5,2.5,5,2017-07-26,Matalovi,"{'wheelchair': False, 'parkngrab': False, 'treeclimbing': False, 'frontyard': False, 'scenic': True, 'dogs': True, 'kids': True, 'bicycles': True, 'thorn': True, 'ticks': True, 'parking': True, 'public': True, 'picnic': True, 'stroller': True, 'stealth': True}",0.5511000000000028,0.830258064516127
GC2YZ2J,Altanek v Kninickach,"49 14m 12.552s N, 16 31m 51.528s E",mystery,True,small,3.0,2.0,55,2011-06-26,wrzi,"{'motorcycles': False, 'quads': False, 'bicycles': True, 'available': True, 'hike_short': True, 'firstaid': True, 'onehour': True, 'kids': True, 'stroller': True, 'ticks': True, 'dogs': True}",0.6841000000000154,0.26122580645161186
GC1B4RH,PETR SEDA,"49 13m 8.94s N, 16 31m 0.732s E",mystery,True,regular,2.0,2.5,11,2008-04-14,Caskovi (adoptováno od Mutek.cz),"{'winter': True, 'night': True, 'public': True, 'stroller': True, 'stealth': True, 'dogs': True}",0.5957500000000009,0.21570967741935823
GC4CND1,Lisenske hrbitovy,"49 13m 5.34s N, 16 42m 16.452s E",traditional,True,small,1.5,2.0,182,2013-08-06,Zi.raficky,"{'stroller': False, 'dogs': True, 'available': True, 'parking': True, 'public': True, 'thorn': True, 'firstaid': True}",0.5907500000000124,0.8211935483870942
GC6CVBH,12 apostolu?,"49 15m 35.388s N, 16 34m 44.4s E",traditional,True,small,1.5,2.0,290,2016-03-07,berx.cz,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'horses': True, 'stealth': True, 'rv': True, 'skiis': True, 'touristok': True}",0.7991500000000143,0.4161290322580658
GC2Q02R,Zapomenuta kaplicka,"49 12m 13.32s N, 16 42m 32.292s E",multicache,True,micro,2.5,2.0,9,2011-04-01,svetobeznik,"{'dogs': True, 'kids': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'firstaid': True}",0.5184999999999929,0.8353870967741922
GC7J445,Mini power trail po zelene #2,"49 13m 19.308s N, 16 42m 9.612s E",traditional,True,micro,2.0,2.0,1,2018-02-08,Battos,"{'winter': False, 'jeeps': False, 'dogs': True, 'available': True, 'stealth': True}",0.610149999999989,0.8150645161290325
GC4TEZR,Bohumil,"49 8m 37.968s N, 16 33m 26.172s E",traditional,True,small,2.5,3.5,27,2013-11-22,Sólista,"{'stroller': False, 'motorcycles': True, 'bicycles': True, 'winter': True, 'scenic': True, 'kids': True, 'dogs': True}",0.21940000000001203,0.3460322580645128
GC184AF,Studanka L. Janacka / Spring L. Janacka,"49 14m 39.768s N, 16 40m 50.088s E",traditional,True,micro,2.0,2.5,17,2008-01-26,ras.cz adopted from Loupeznici,"{'dogs': True, 'kids': True, 'water': True, 'bicycles': True, 'stealth': True}",0.7219000000000063,0.743806451612897
GC2J5RW,Rucni prace - hackovani,"49 12m 29.52s N, 16 30m 43.812s E",mystery,True,small,1.5,2.0,16,2010-11-13,zuuzka a misas,"{'dogs': True, 'kids': True, 'ticks': True, 'bicycles': True, 'stroller': True, 'hike_short': True, 'firstaid': True}",0.5409999999999942,0.20054838709677864
GC66A4X,U letadel,"49 9m 2.88s N, 16 40m 40.8s E",traditional,True,small,1.5,1.5,4,2015-11-05,ivalerian,"{'motorcycles': True, 'bicycles': True, 'food': True, 'available': True, 'touristok': True, 'firstaid': True, 'parking': True, 'stroller': True, 'kids': True, 'hike_short': True, 'dogs': True, 'quads': True}",0.2539999999999819,0.7354838709677415
GC1KM8R,Modricke vlacky,"49 8m 0.672s N, 16 36m 24.12s E",traditional,True,micro,3.0,1.5,3,2009-01-10,Rajzi adopted by Stas 106 & Novinha,"{'dogs': True, 'kids': True, 'parking': True, 'restrooms': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'stroller': True, 'firstaid': True}",0.16759999999998246,0.5054838709677406
